traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
發明,发明,fa1 ming2],to invent,an invention,CL:個|个[ge4],,,,,,,,,,,,,,,
發明人,发明人,fa1 ming2 ren2],inventor,,,,,,,,,,,,,,,,,
發明創造,发明创造,fa1 ming2 chuang4 zao4],to invent and innovate,inventions and innovations,,,,,,,,,,,,,,,,
發明家,发明家,fa1 ming2 jia1],inventor,,,,,,,,,,,,,,,,,
發明者,发明者,fa1 ming2 zhe3],inventor,,,,,,,,,,,,,,,,,
發昏,发昏,fa1 hun1],to faint,,,,,,,,,,,,,,,,,
發春,发春,fa1 chun1],in heat,,,,,,,,,,,,,,,,,
發暈,发晕,fa1 yun1],to feel dizzy,,,,,,,,,,,,,,,,,
發暗,发暗,fa1 an4],to darken,to become tarnished,,,,,,,,,,,,,,,,
發案,发案,fa1 an4],occurrence (refers to time and place esp. of a criminal act),to take place,to occur,to advertise freelance work,,,,,,,,,,,,,,
發條,发条,fa1 tiao2],spring,coil spring (spiral spring used to power clockwork),,,,,,,,,,,,,,,,
發棵,发棵,fa1 ke1],budding,,,,,,,,,,,,,,,,,
發榜,发榜,fa1 bang3],to publish a roll-call of successful candidates,,,,,,,,,,,,,,,,,
發橫財,发横财,fa1 heng4 cai2],to make easy money,to make a fortune,to line one's pockets,,,,,,,,,,,,,,,
發毛,发毛,fa1 mao2],to rant and rave,to be scared upset (Beijing dialect),,,,,,,,,,,,,,,,
發氣,发气,fa1 qi4],get angry,,,,,,,,,,,,,,,,,
發汗,发汗,fa1 han4],to sweat,,,,,,,,,,,,,,,,,
發泡,发泡,fa1 pao4],fizzy,sparkling (drink),,,,,,,,,,,,,,,,
發泡劑,发泡剂,fa1 pao4 ji4],foaming agent,blowing agent,,,,,,,,,,,,,,,,
發泡膠,发泡胶,fa1 pao4 jiao1],expanded polystyrene (EPS),styrofoam,,,,,,,,,,,,,,,,
發洩,发泄,fa1 xie4],to give vent to (one's feelings),,,,,,,,,,,,,,,,,
發源,发源,fa1 yuan2],to rise,to originate,source,derivation,,,,,,,,,,,,,,
發源地,发源地,fa1 yuan2 di4],place of origin,birthplace,source,,,,,,,,,,,,,,,
發火,发火,fa1 huo3],to catch fire,to ignite,to detonate,to get angry,,,,,,,,,,,,,,
發炎,发炎,fa1 yan2],to become inflamed,inflammation,,,,,,,,,,,,,,,,
發熱,发热,fa1 re4],to have a high temperature,feverish,unable to think calmly,to emit heat,,,,,,,,,,,,,,
發熱伴血小板減少綜合徵,发热伴血小板减少综合征,fa1 re4 ban4 xue4 xiao3 ban3 jian3 shao3 zong1 he2 zheng1],severe fever with thrombocytopenia syndrome (SFTS),,,,,,,,,,,,,,,,,
發燒,发烧,fa1 shao1],to have a high temperature (from illness),to have a fever,,,,,,,,,,,,,,,,
發燒友,发烧友,fa1 shao1 you3],fan,zealot,,,,,,,,,,,,,,,,
發燙,发烫,fa1 tang4],burning hot,,,,,,,,,,,,,,,,,
發牌,发牌,fa1 pai2],to deal (cards),,,,,,,,,,,,,,,,,
發牢騷,发牢骚,fa1 lao2 sao1],to whine,to be grouchy,,,,,,,,,,,,,,,,
發狂,发狂,fa1 kuang2],crazy,mad,madly,,,,,,,,,,,,,,,
發獎,发奖,fa1 jiang3],to award a prize,,,,,,,,,,,,,,,,,
發現,发现,fa1 xian4],to find,to discover,,,,,,,,,,,,,,,,
發現物,发现物,fa1 xian4 wu4],finding,,,,,,,,,,,,,,,,,
發現號,发现号,Fa1 xian4 hao2],the Discovery space shuttle,,,,,,,,,,,,,,,,,
發球,发球,fa1 qiu2],to serve the ball,to tee off,,,,,,,,,,,,,,,,
發球區,发球区,fa1 qiu2 qu1],teeing ground (golf),,,,,,,,,,,,,,,,,
發生,发生,fa1 sheng1],to happen,to occur,to take place,to break out,,,,,,,,,,,,,,
發生率,发生率,fa1 sheng1 lu:4],rate of occurrence,,,,,,,,,,,,,,,,,
發病,发病,fa1 bing4],onset,outbreak (of a disease),,,,,,,,,,,,,,,,
發病率,发病率,fa1 bing4 lu:4],incidence of a disease,disease rate,,,,,,,,,,,,,,,,
發痛,发痛,fa1 tong4],to ache,to be sore,to feel painful,,,,,,,,,,,,,,,
發瘋,发疯,fa1 feng1],to go mad,to go crazy,to lose one's mind,,,,,,,,,,,,,,,
發癢,发痒,fa1 yang3],to tickle,to itch,,,,,,,,,,,,,,,,
發白,发白,fa1 bai2],to turn pale,to lose color,to go white,,,,,,,,,,,,,,,
發直,发直,fa1 zhi2],to stare,to look blank,to be fixed (of eyes),,,,,,,,,,,,,,,
發睏,发困,fa1 kun4],to get sleepy,,,,,,,,,,,,,,,,,
發短信,发短信,fa1 duan3 xin4],to text,to send SMS messages,,,,,,,,,,,,,,,,
發神經,发神经,fa1 shen2 jing1],(coll.) to go crazy,to lose it,demented,unhinged,,,,,,,,,,,,,,
發祥,发祥,fa1 xiang2],to give rise to (sth good),to emanate from,,,,,,,,,,,,,,,,
發祥地,发祥地,fa1 xiang2 di4],the birthplace (of sth good),the cradle (e.g. of art),,,,,,,,,,,,,,,,
發票,发票,fa1 piao4],invoice,receipt or bill for purchase,,,,,,,,,,,,,,,,
發福,发福,fa1 fu2],to put on weight,to get fat (a sign of prosperity so a compliment),,,,,,,,,,,,,,,,
發稿時,发稿时,fa1 gao3 shi2],time of publication,at the time of going to press,,,,,,,,,,,,,,,,
發積,发积,fa1 ji1],see 發跡|发迹[fa1 ji4],,,,,,,,,,,,,,,,,
發窘,发窘,fa1 jiong3],to feel embarrassment,disconcerted,embarrassed,,,,,,,,,,,,,,,
發端,发端,fa1 duan1],beginning,origin,to originate,to initiate,,,,,,,,,,,,,,
發笑,发笑,fa1 xiao4],to burst out laughing,to laugh,,,,,,,,,,,,,,,,
發簪,发簪,fa1 zan1],hairpin,,,,,,,,,,,,,,,,,
發粉,发粉,fa1 fen3],baking soda (used to leaven bread),,,,,,,,,,,,,,,,,
發紅,发红,fa1 hong2],to turn red,to blush,to flush,,,,,,,,,,,,,,,
發紺,发绀,fa1 gan4],cyanosis (blue skin due to lack of oxygen in blood),,,,,,,,,,,,,,,,,
發給,发给,fa1 gei3],to issue,to grant,to distribute,,,,,,,,,,,,,,,
發聲,发声,fa1 sheng1],vocal,sound,sound production,to utter,to give voice,,,,,,,,,,,,,
發聲器,发声器,fa1 sheng1 qi4],sound device,,,,,,,,,,,,,,,,,
發聲器官,发声器官,fa1 sheng1 qi4 guan1],vocal organs,vocal cords,,,,,,,,,,,,,,,,
發聲法,发声法,fa1 sheng1 fa3],intonation,,,,,,,,,,,,,,,,,
發聾振聵,发聋振聩,fa1 long2 zhen4 kui4],lit. so loud that even the deaf can hear (idiom); rousing even the apathetic,,,,,,,,,,,,,,,,,
發育,发育,fa1 yu4],to develop,to mature,growth,development,(sexually) mature,,,,,,,,,,,,,
發育期,发育期,fa1 yu4 qi1],puberty,period of development,,,,,,,,,,,,,,,,
發育生物學,发育生物学,fa1 yu4 sheng1 wu4 xue2],developmental biology,,,,,,,,,,,,,,,,,
發胖,发胖,fa1 pang4],to put on weight,to get fat,,,,,,,,,,,,,,,,
發脆,发脆,fa1 cui4],to become brittle,to become crisp,,,,,,,,,,,,,,,,
發脫口齒,发脱口齿,fa1 tuo1 kou3 chi3],diction,enunciation,,,,,,,,,,,,,,,,
發脹,发胀,fa1 zhang4],to swell up,swelling,,,,,,,,,,,,,,,,
發脾氣,发脾气,fa1 pi2 qi4],to get angry,,,,,,,,,,,,,,,,,
發自,发自,fa1 zi4],to evolve from,,,,,,,,,,,,,,,,,
發芽,发芽,fa1 ya2],to germinate,,,,,,,,,,,,,,,,,
發落,发落,fa1 luo4],to deal with (an offender),,,,,,,,,,,,,,,,,
發蔫,发蔫,fa1 nian1],to wilt,to droop,to appear listless,,,,,,,,,,,,,,,
發薪,发薪,fa1 xin1],to pay wages or salary,,,,,,,,,,,,,,,,,
發薪日,发薪日,fa1 xin1 ri4],payday,,,,,,,,,,,,,,,,,
發虛,发虚,fa1 xu1],to feel weak,to be diffident,,,,,,,,,,,,,,,,
發號施令,发号施令,fa1 hao4 shi1 ling4],to boss people around (idiom),,,,,,,,,,,,,,,,,
發行,发行,fa1 xing2],to publish,to issue (stocks currency etc),to release,to distribute (a film),,,,,,,,,,,,,,
發行人,发行人,fa1 xing2 ren2],publisher,issuer,,,,,,,,,,,,,,,,
發行備忘錄,发行备忘录,fa1 xing2 bei4 wang4 lu4],offering memorandum (for public stock issue),publication memorandum,,,,,,,,,,,,,,,,
發行紅利股,发行红利股,fa1 xing2 hong2 li4 gu3],a bonus issue (a form of dividend payment),,,,,,,,,,,,,,,,,
發行額,发行额,fa1 xing2 e2],(periodical) circulation,,,,,,,,,,,,,,,,,
發表,发表,fa1 biao3],to issue,to publish,,,,,,,,,,,,,,,,
發表演講,发表演讲,fa1 biao3 yan3 jiang3],to give a speech,,,,,,,,,,,,,,,,,
發覺,发觉,fa1 jue2],to become aware,to detect,to realize,to perceive,,,,,,,,,,,,,,
發言,发言,fa1 yan2],to make a speech,statement,utterance,CL:個|个[ge4],,,,,,,,,,,,,,
發言中肯,发言中肯,fa1 yan2 zhong4 ken3],to hit the nail on the head (idiom),,,,,,,,,,,,,,,,,
發言人,发言人,fa1 yan2 ren2],spokesperson,,,,,,,,,,,,,,,,,
發言權,发言权,fa1 yan2 quan2],the right of speech,,,,,,,,,,,,,,,,,
發誓,发誓,fa1 shi4],to vow,to pledge,to swear,,,,,,,,,,,,,,,
發語詞,发语词,fa1 yu3 ci2],form word,in classical Chinese first character of phrase having auxiliary grammatical function,,,,,,,,,,,,,,,,
發語辭,发语辞,fa1 yu3 ci2],literary auxiliary particle comes at the beginning of a sentence,,,,,,,,,,,,,,,,,
發財,发财,fa1 cai2],to get rich,,,,,,,,,,,,,,,,,
發財致富,发财致富,fa1 cai2 zhi4 fu4],to become rich,enrichment,,,,,,,,,,,,,,,,
發財車,发财车,fa1 cai2 che1],(Tw) mini truck,Kei truck,,,,,,,,,,,,,,,,
發貨,发货,fa1 huo4],to dispatch,to send out goods,,,,,,,,,,,,,,,,
發貼,发贴,fa1 tie1],to stick sth up (on the wall),to post (on a noticeboard or website),,,,,,,,,,,,,,,,
發起,发起,fa1 qi3],to originate,to initiate,to launch (an attack an initiative etc),to start,to propose sth (for the first time),,,,,,,,,,,,,
發起人,发起人,fa1 qi3 ren2],proposer,initiator,founding member,,,,,,,,,,,,,,,
發跡,发迹,fa1 ji4],to make one's mark,to go up in the world,to make one's fortune,,,,,,,,,,,,,,,
發車,发车,fa1 che1],departure (of a coach or train),to dispatch a vehicle,,,,,,,,,,,,,,,,
發軔,发轫,fa1 ren4],to set (sth) afoot,to initiate,beginning,origin,commencement,,,,,,,,,,,,,
發軟,发软,fa1 ruan3],to weaken,to go soft (at the knees),,,,,,,,,,,,,,,,
發送,发送,fa1 song4],to transmit,to dispatch,to issue (an official document or credential),,,,,,,,,,,,,,,
發送功率,发送功率,fa1 song4 gong1 lu:4],transmission power,output power,,,,,,,,,,,,,,,,
發送器,发送器,fa1 song4 qi4],transmitter,,,,,,,,,,,,,,,,,
發運,发运,fa1 yun4],(of goods) to dispatch,shipment,shipping,,,,,,,,,,,,,,,
發達,发达,fa1 da2],developed (country etc),flourishing,to develop,,,,,,,,,,,,,,,
發達國,发达国,fa1 da2 guo2],developed nation,,,,,,,,,,,,,,,,,
發達國家,发达国家,fa1 da2 guo2 jia1],developed nation,,,,,,,,,,,,,,,,,
發達地區,发达地区,fa1 da2 di4 qu1],developed area,,,,,,,,,,,,,,,,,
發配,发配,fa1 pei4],to send away to serve a penal sentence,,,,,,,,,,,,,,,,,
發酒瘋,发酒疯,fa1 jiu3 feng1],to get wildly drunk,,,,,,,,,,,,,,,,,
發酵,发酵,fa1 jiao4],to ferment,fermentation,,,,,,,,,,,,,,,,
發難,发难,fa1 nan4],to rise in revolt,to raise difficult questions,,,,,,,,,,,,,,,,
發電,发电,fa1 dian4],to generate electricity,to send a telegram,,,,,,,,,,,,,,,,
發電廠,发电厂,fa1 dian4 chang3],power plant,,,,,,,,,,,,,,,,,
發電機,发电机,fa1 dian4 ji1],electricity generator,dynamo,,,,,,,,,,,,,,,,
發電站,发电站,fa1 dian4 zhan4],electricity generating station,power station,,,,,,,,,,,,,,,,
發電量,发电量,fa1 dian4 liang4],(generated) electrical energy,,,,,,,,,,,,,,,,,
發霉,发霉,fa1 mei2],to become moldy,,,,,,,,,,,,,,,,,
發音,发音,fa1 yin1],to pronounce,pronunciation,to emit sound,,,,,,,,,,,,,,,
發音器官,发音器官,fa1 yin1 qi4 guan1],vocal organs,vocal cords,,,,,,,,,,,,,,,,
發音體,发音体,fa1 yin1 ti3],sound producing object (soundboard vibrating string membrane etc),,,,,,,,,,,,,,,,,
發願,发愿,fa1 yuan4],to vow,,,,,,,,,,,,,,,,,
發顫,发颤,fa1 chan4],to shiver,,,,,,,,,,,,,,,,,
發飄,发飘,fa1 piao1],to feel light as if floating,to feel unstable,,,,,,,,,,,,,,,,
發飆,发飙,fa1 biao1],to flip out,to act out violently,,,,,,,,,,,,,,,,
發騷,发骚,fa1 sao1],horny,lecherous,,,,,,,,,,,,,,,,
發麵,发面,fa1 mian4],to leaven dough,to make bread,,,,,,,,,,,,,,,,
發麻,发麻,fa1 ma2],to feel numb,,,,,,,,,,,,,,,,,
白,白,Bai2],surname Bai,,,,,,,,,,,,,,,,,
白,白,bai2],white,snowy,pure,bright,empty,blank,plain,clear,to make clear,in vain,gratuitous,free of charge,reactionary,anti-communist,funeral,to stare coldly,to write wrong character,to state
白下,白下,Bai2 xia4],Baixia district of Nanjing City 南京市 in Jiangsu 江蘇|江苏,,,,,,,,,,,,,,,,,
白下區,白下区,Bai2 xia4 qu1],Baixia district of Nanjing City 南京市 in Jiangsu 江蘇|江苏,,,,,,,,,,,,,,,,,
白乳膠,白乳胶,bai2 ru3 jiao1],white glue,,,,,,,,,,,,,,,,,
白乾兒,白干儿,bai2 gan1 r5],alcoholic spirit,strong white rice wine,,,,,,,,,,,,,,,,
白事,白事,bai2 shi4],funeral,to explain (literary),,,,,,,,,,,,,,,,
白人,白人,bai2 ren2],white man or woman,Caucasian,,,,,,,,,,,,,,,,
白令海,白令海,Bai2 ling4 Hai3],Bering Sea,,,,,,,,,,,,,,,,,
白令海峽,白令海峡,Bai2 ling4 Hai3 xia2],the Bering Strait (between Siberia and Alaska),,,,,,,,,,,,,,,,,
白住,白住,bai2 zhu4],to live (somewhere) for free,,,,,,,,,,,,,,,,,
白佛,白佛,bai2 fo2],to ask Buddha,,,,,,,,,,,,,,,,,
白俄,白俄,Bai2 e2],Belarus,abbr. for 白俄羅斯|白俄罗斯[Bai2 e2 luo2 si1],,,,,,,,,,,,,,,,
白俄羅斯,白俄罗斯,Bai2 e2 luo2 si1],Belarus,,,,,,,,,,,,,,,,,
白俄羅斯人,白俄罗斯人,Bai2 e2 luo2 si1 ren2],Byelorussian (person),,,,,,,,,,,,,,,,,
白兀鷲,白兀鹫,bai2 wu4 jiu4],(bird species of China) Egyptian vulture (Neophron percnopterus),,,,,,,,,,,,,,,,,
白先勇,白先勇,Bai2 Xian1 yong3],Bai Xianyong (1937-) Chinese-Taiwanese-US novelist of Hui descent,,,,,,,,,,,,,,,,,
白內障,白内障,bai2 nei4 zhang4],cataract,,,,,,,,,,,,,,,,,
白冠噪鶥,白冠噪鹛,bai2 guan1 zao4 mei2],(bird species of China) white-crested laughingthrush (Garrulax leucolophus),,,,,,,,,,,,,,,,,
白冠攀雀,白冠攀雀,bai2 guan1 pan1 que4],(bird species of China) white-crowned penduline tit (Remiz coronatus),,,,,,,,,,,,,,,,,
白冠燕尾,白冠燕尾,bai2 guan1 yan4 wei3],(bird species of China) white-crowned forktail (Enicurus leschenaulti),,,,,,,,,,,,,,,,,
白冠長尾雉,白冠长尾雉,bai2 guan1 chang2 wei3 zhi4],(bird species of China) Reeves's pheasant (Syrmaticus reevesii),,,,,,,,,,,,,,,,,
白冰冰,白冰冰,Bai2 Bing1 bing1],Pai Ping-ping (well-known Taiwan performing artist),,,,,,,,,,,,,,,,,
白刃,白刃,bai2 ren4],naked sword,,,,,,,,,,,,,,,,,
白刃戰,白刃战,bai2 ren4 zhan4],hand-to-hand fighting,,,,,,,,,,,,,,,,,
白切雞,白切鸡,bai2 qie1 ji1],"Cantonese poached chicken known as ""white cut chicken""",,,,,,,,,,,,,,,,,
白化病,白化病,bai2 hua4 bing4],albinism,,,,,,,,,,,,,,,,,
白化症,白化症,bai2 hua4 zheng4],albinism,,,,,,,,,,,,,,,,,
白匪,白匪,bai2 fei3],white bandit (i.e. Nationalist soldier),,,,,,,,,,,,,,,,,
白區,白区,bai2 qu1],White Area,,,,,,,,,,,,,,,,,
白卷,白卷,bai2 juan4],blank exam paper,,,,,,,,,,,,,,,,,
白口鐵,白口铁,bai2 kou3 tie3],white iron,,,,,,,,,,,,,,,,,
白吃,白吃,bai2 chi1],to eat without paying,to eat for free,,,,,,,,,,,,,,,,
白吃白喝,白吃白喝,bai2 chi1 bai2 he1],to freeload,,,,,,,,,,,,,,,,,
白唇鹿,白唇鹿,bai2 chun2 lu4],Cervus albirostris (white-lipped deer),,,,,,,,,,,,,,,,,
白喉,白喉,bai2 hou2],diphtheria,,,,,,,,,,,,,,,,,
白喉冠鵯,白喉冠鹎,bai2 hou2 guan1 bei1],(bird species of China) puff-throated bulbul (Alophoixus pallidus),,,,,,,,,,,,,,,,,
白喉噪鶥,白喉噪鹛,bai2 hou2 zao4 mei2],(bird species of China) white-throated laughingthrush (Garrulax albogularis),,,,,,,,,,,,,,,,,
白喉姬鶲,白喉姬鹟,bai2 hou2 ji1 weng1],(bird species of China) white-gorgeted flycatcher (Anthipes monileger),,,,,,,,,,,,,,,,,
白喉扇尾鶲,白喉扇尾鹟,bai2 hou2 shan4 wei3 weng1],(bird species of China) white-throated fantail (Rhipidura albicollis),,,,,,,,,,,,,,,,,
白喉斑秧雞,白喉斑秧鸡,bai2 hou2 ban1 yang1 ji1],(bird species of China) slaty-legged crake (Rallina eurizonoides),,,,,,,,,,,,,,,,,
白喉林鶯,白喉林莺,bai2 hou2 lin2 ying1],(bird species of China) lesser whitethroat (Sylvia curruca),,,,,,,,,,,,,,,,,
白喉林鶲,白喉林鹟,bai2 hou2 lin2 weng1],(bird species of China) brown-chested jungle flycatcher (Rhinomyias brunneata),,,,,,,,,,,,,,,,,
白喉桿菌,白喉杆菌,bai2 hou2 gan3 jun1],Klebs-Loeddler bacillus (the diphtheria bacterium),,,,,,,,,,,,,,,,,
白喉毒素,白喉毒素,bai2 hou2 du2 su4],diphtheria toxin,,,,,,,,,,,,,,,,,
白喉犀鳥,白喉犀鸟,bai2 hou2 xi1 niao3],(bird species of China) white-throated brown hornbill (Anorrhinus austeni),,,,,,,,,,,,,,,,,
白喉短翅鶇,白喉短翅鸫,bai2 hou2 duan3 chi4 dong1],(bird species of China) lesser shortwing (Brachypteryx leucophris),,,,,,,,,,,,,,,,,
白喉石鵖,白喉石鵖,bai2 hou2 shi2 bi1],(bird species of China) white-throated bush chat (Saxicola insignis),,,,,,,,,,,,,,,,,
白喉磯鶇,白喉矶鸫,bai2 hou2 ji1 dong1],(bird species of China) white-throated rock thrush (Monticola gularis),,,,,,,,,,,,,,,,,
白喉紅尾鴝,白喉红尾鸲,bai2 hou2 hong2 wei3 qu2],(bird species of China) white-throated redstart (Phoenicurus schisticeps),,,,,,,,,,,,,,,,,
白喉紅臀鵯,白喉红臀鹎,bai2 hou2 hong2 tun2 bei1],(bird species of China) sooty-headed bulbul (Pycnonotus aurigaster),,,,,,,,,,,,,,,,,
白喉針尾雨燕,白喉针尾雨燕,bai2 hou2 zhen1 wei3 yu3 yan4],(bird species of China) white-throated needletail (Hirundapus caudacutus),,,,,,,,,,,,,,,,,
白嘴端鳳頭燕鷗,白嘴端凤头燕鸥,bai2 zui3 duan1 feng4 tou2 yan4 ou1],(bird species of China) sandwich tern (Thalasseus sandvicensis),,,,,,,,,,,,,,,,,
白城,白城,Bai2 cheng2],Baicheng prefecture level city in Jilin province 吉林省 in northeast China,,,,,,,,,,,,,,,,,
白城地區,白城地区,Bai2 cheng2 di4 qu1],former Baicheng prefecture Jilin,,,,,,,,,,,,,,,,,
白城市,白城市,Bai2 cheng2 shi4],Baicheng prefecture level city in Jilin province 吉林省 in northeast China,,,,,,,,,,,,,,,,,
白堊,白垩,bai2 e4],chalk,,,,,,,,,,,,,,,,,
白堊世,白垩世,Bai2 e4 shi4],Cretaceous (geological period 140-65m years ago),,,,,,,,,,,,,,,,,
白堊紀,白垩纪,Bai2 e4 ji4],Cretaceous (geological period 140-65m years ago),,,,,,,,,,,,,,,,,
白報紙,白报纸,bai2 bao4 zhi3],newsprint,,,,,,,,,,,,,,,,,
白塔區,白塔区,Bai2 ta3 qu1],Baita district of Liaoyang city 遼陽市|辽阳市[Liao2 yang2 shi4] Liaoning,,,,,,,,,,,,,,,,,
白塔寺,白塔寺,Bai2 ta3 si4],Baita temple in Lanzhou 蘭州|兰州[Lan2 zhou1],,,,,,,,,,,,,,,,,
白夜,白夜,bai2 ye4],white night,,,,,,,,,,,,,,,,,
白大衣高血壓,白大衣高血压,bai2 da4 yi1 gao1 xue4 ya1],white coat hypertension,white coat syndrome,,,,,,,,,,,,,,,,
白天,白天,bai2 tian1],daytime,during the day,day,CL:個|个[ge4],,,,,,,,,,,,,,
白奴,白奴,bai2 nu2],white-collar slave (office worker who is overworked and exploited),,,,,,,,,,,,,,,,,
白嫩,白嫩,bai2 nen4],(of skin etc) fair,delicate,,,,,,,,,,,,,,,,
白子,白子,bai2 zi3],white Go chess piece,bee pupa,albino,,,,,,,,,,,,,,,
白字,白字,bai2 zi4],wrongly written or mispronounced character,,,,,,,,,,,,,,,,,
白安居,白安居,Bai2 an1 ju1],B&Q (DIY and home improvement retailer),,,,,,,,,,,,,,,,,
白宮,白宫,Bai2 gong1],White House,,,,,,,,,,,,,,,,,
白宮群英,白宫群英,Bai2 gong1 Qun2 ying1],The West Wing (US TV series),,,,,,,,,,,,,,,,,
白富美,白富美,bai2 fu4 mei3],Ms Perfect (i.e. fair-skinned rich and beautiful) (Internet slang),,,,,,,,,,,,,,,,,
白尾地鴉,白尾地鸦,bai2 wei3 di4 ya1],(bird species of China) Xinjiang ground jay (Podoces biddulphi),,,,,,,,,,,,,,,,,
白尾梢虹雉,白尾梢虹雉,bai2 wei3 shao1 hong2 zhi4],(bird species of China) Sclater's monal (Lophophorus sclateri),,,,,,,,,,,,,,,,,
白尾海鵰,白尾海雕,bai2 wei3 hai3 diao1],(bird species of China) white-tailed eagle (Haliaeetus albicilla),,,,,,,,,,,,,,,,,
白尾藍仙鶲,白尾蓝仙鹟,bai2 wei3 lan2 xian1 weng1],(bird species of China) white-tailed flycatcher (Cyornis concretus),,,,,,,,,,,,,,,,,
白尾藍地鴝,白尾蓝地鸲,bai2 wei3 lan2 di4 qu2],(bird species of China) white-tailed robin (Myiomela leucura),,,,,,,,,,,,,,,,,
白尾鳾,白尾䴓,bai2 wei3 shi1],(bird species of China) white-tailed nuthatch (Sitta himalayensis),,,,,,,,,,,,,,,,,
白尾鷂,白尾鹞,bai2 wei3 yao4],(bird species of China) hen harrier (Circus cyaneus),,,,,,,,,,,,,,,,,
白尾鸏,白尾鹲,bai2 wei3 meng2],(bird species of China) white-tailed tropicbird (Phaethon lepturus),,,,,,,,,,,,,,,,,
白居易,白居易,Bai2 Ju1 yi4],Bai Juyi (772-846) Tang dynasty poet,,,,,,,,,,,,,,,,,
白屈菜,白屈菜,bai2 qu1 cai4],greater celandine,,,,,,,,,,,,,,,,,
白山,白山,Bai2 shan1],Baishan prefecture level city in Jilin province 吉林省 in northeast China,,,,,,,,,,,,,,,,,
白山宗,白山宗,Bai2 shan1 zong1],Sufi sect of Islam in central Asia,,,,,,,,,,,,,,,,,
白山市,白山市,Bai2 shan1 shi4],Baishan prefecture level city in Jilin province 吉林省 in northeast China,,,,,,,,,,,,,,,,,
白山派,白山派,Bai2 shan1 pai4],Sufi sect of Islam in central Asia,,,,,,,,,,,,,,,,,
白崇禧,白崇禧,Bai2 Chong2 xi3],Bai Chongxi (1893-1966) a leader of Guangxi warlord faction top Nationalist general played important role in Chiang Kaishek's campaigns 1926-1949,,,,,,,,,,,,,,,,,
白布,白布,bai2 bu4],plain white cloth,calico,,,,,,,,,,,,,,,,
白帝城,白帝城,Bai2 di4 cheng2],Baidi town in Chongqing 重慶|重庆 north of the Changjiang an important tourist attraction,,,,,,,,,,,,,,,,,
白帶,白带,bai2 dai4],leukorrhea,,,,,,,,,,,,,,,,,
白帶魚,白带鱼,bai2 dai4 yu2],largehead hairtail,beltfish,Trichiurus lepturus,,,,,,,,,,,,,,,
白廳,白厅,Bai2 ting1],Whitehall,,,,,,,,,,,,,,,,,
白手起家,白手起家,bai2 shou3 qi3 jia1],to build up from nothing,to start from scratch,,,,,,,,,,,,,,,,
白托,白托,bai2 tuo1],day care for the elderly (abbr. of 白天托管[bai2 tian1 tuo1 guan3]),to be blinded by greed,swindler (homonym of 拜託|拜托[bai4 tuo1]),,,,,,,,,,,,,,,
白扯淡,白扯淡,bai2 che3 dan4],(coll.) to talk rubbish,,,,,,,,,,,,,,,,,
白扯蛋,白扯蛋,bai2 che3 dan4],variant of 白扯淡[bai2 che3 dan4],,,,,,,,,,,,,,,,,
白揀,白拣,bai2 jian3],a cheap choice,to choose sth that costs nothing,,,,,,,,,,,,,,,,
白描,白描,bai2 miao2],line drawing in traditional ink and brush style,simple and straightforward style of writing,,,,,,,,,,,,,,,,
白搭,白搭,bai2 da1],no use,no good,,,,,,,,,,,,,,,,
白撞,白撞,bai2 zhuang4],(car) accident where the driver is not held responsible,,,,,,,,,,,,,,,,,
白文,白文,bai2 wen2],the text of an annotated book,an unannotated edition of a book,intagliated characters (on a seal),,,,,,,,,,,,,,,
白斑尾柳鶯,白斑尾柳莺,bai2 ban1 wei3 liu3 ying1],(bird species of China) Kloss's leaf warbler (Phylloscopus ogilviegranti),,,,,,,,,,,,,,,,,
白斑病,白斑病,bai2 ban1 bing4],vitiligo,,,,,,,,,,,,,,,,,
白斑症,白斑症,bai2 ban1 zheng4],vitiligo,,,,,,,,,,,,,,,,,
白斑翅擬蠟嘴雀,白斑翅拟蜡嘴雀,bai2 ban1 chi4 ni3 la4 zui3 que4],(bird species of China) white-winged grosbeak (Mycerobas carnipes),,,,,,,,,,,,,,,,,
